"BehaviorSpace results (NetLogo 6.1.1)"
"rum_eth.nlogo"
"experiment"
"11/09/2019 17:53:07:742 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","num_alternative","density","similar_wanted_ethnic","beta-ie","similar_wanted_value","circle_blue","fraction_blue","circle_orange","[step]","ticks","mean [count (turtles-on neighbors) with [ethnicity = [ethnicity] of myself] / count (turtles-on neighbors) ] of turtles with [count (turtles-on neighbors) >= 1]"
"68","1","70","1","67","1","50","50","50","12","600","1"
"93","1","70","1","92","1","50","50","50","11","550","1"
"99","1","70","1","98","1","50","50","50","11","550","0.9988937250634748"
"65","1","70","1","64","1","50","50","50","12","600","1"
"80","1","70","1","79","1","50","50","50","12","600","1"
"81","1","70","1","80","1","50","50","50","12","600","1"
"73","1","70","1","72","1","50","50","50","12","600","1"
"71","1","70","1","70","1","50","50","50","12","600","0.9996777163904236"
"69","1","70","1","68","1","50","50","50","12","600","1"
"97","1","70","1","96","1","50","50","50","12","600","0.9992419935569453"
"86","1","70","1","85","1","50","50","50","12","600","0.9988301525193644"
"90","1","70","1","89","1","50","50","50","12","600","1"
"84","1","70","1","83","1","50","50","50","12","600","1"
"67","1","70","1","66","1","50","50","50","12","600","0.9983649503161698"
"76","1","70","1","75","1","50","50","50","12","600","0.9997699245352476"
"87","1","70","1","86","1","50","50","50","12","600","0.9985318559556786"
"82","1","70","1","81","1","50","50","50","12","600","1"
"74","1","70","1","73","1","50","50","50","12","600","0.9997269251774985"
"75","1","70","1","74","1","50","50","50","12","600","1"
"89","1","70","1","88","1","50","50","50","12","600","1"
"88","1","70","1","87","1","50","50","50","12","600","1"
"96","1","70","1","95","1","50","50","50","12","600","1"
"77","1","70","1","76","1","50","50","50","12","600","0.9992657856093979"
"92","1","70","1","91","1","50","50","50","12","600","0.9996964522860937"
"101","1","70","1","100","1","50","50","50","12","600","0.99857621440536"
"72","1","70","1","71","1","50","50","50","12","600","0.9995515284642137"
"94","1","70","1","93","1","50","50","50","12","600","0.9992523067133312"
"79","1","70","1","78","1","50","50","50","12","600","1"
"78","1","70","1","77","1","50","50","50","12","600","0.998889751552795"
"85","1","70","1","84","1","50","50","50","12","600","0.998755676657584"
"91","1","70","1","90","1","50","50","50","12","600","1"
"83","1","70","1","82","1","50","50","50","12","600","1"
"95","1","70","1","94","1","50","50","50","12","600","1"
"66","1","70","1","65","1","50","50","50","13","650","1"
"70","1","70","1","69","1","50","50","50","13","650","1"
"99","1","70","1","98","1","50","50","50","12","600","1"
"98","1","70","1","97","1","50","50","50","12","600","1"
"68","1","70","1","67","1","50","50","50","13","650","1"
"81","1","70","1","80","1","50","50","50","13","650","1"
"93","1","70","1","92","1","50","50","50","12","600","0.9993347716648686"
"65","1","70","1","64","1","50","50","50","13","650","1"
"73","1","70","1","72","1","50","50","50","13","650","1"
"80","1","70","1","79","1","50","50","50","13","650","1"
"100","1","70","1","99","1","50","50","50","12","600","1"
"71","1","70","1","70","1","50","50","50","13","650","0.9995854063018242"
"84","1","70","1","83","1","50","50","50","13","650","1"
"97","1","70","1","96","1","50","50","50","13","650","1"
"69","1","70","1","68","1","50","50","50","13","650","0.9997245179063361"
"90","1","70","1","89","1","50","50","50","13","650","0.9994165255034819"
"86","1","70","1","85","1","50","50","50","13","650","1"
"82","1","70","1","81","1","50","50","50","13","650","1"
"74","1","70","1","73","1","50","50","50","13","650","1"
"87","1","70","1","86","1","50","50","50","13","650","1"
"76","1","70","1","75","1","50","50","50","13","650","1"
"67","1","70","1","66","1","50","50","50","13","650","1"
"96","1","70","1","95","1","50","50","50","13","650","0.9988998812821528"
"75","1","70","1","74","1","50","50","50","13","650","0.9988858447488583"
"89","1","70","1","88","1","50","50","50","13","650","1"
"88","1","70","1","87","1","50","50","50","13","650","1"
"101","1","70","1","100","1","50","50","50","13","650","1"
"92","1","70","1","91","1","50","50","50","13","650","0.9994874715261959"
"77","1","70","1","76","1","50","50","50","13","650","0.9996787812041117"
"94","1","70","1","93","1","50","50","50","13","650","1"
"72","1","70","1","71","1","50","50","50","13","650","1"
"79","1","70","1","78","1","50","50","50","13","650","0.9997067986072934"
"83","1","70","1","82","1","50","50","50","13","650","1"
"78","1","70","1","77","1","50","50","50","13","650","0.9995284729778744"
"85","1","70","1","84","1","50","50","50","13","650","1"
"91","1","70","1","90","1","50","50","50","13","650","1"
"66","1","70","1","65","1","50","50","50","14","700","1"
"95","1","70","1","94","1","50","50","50","13","650","1"
"99","1","70","1","98","1","50","50","50","13","650","1"
"70","1","70","1","69","1","50","50","50","14","700","0.9994972067039105"
"68","1","70","1","67","1","50","50","50","14","700","1"
"81","1","70","1","80","1","50","50","50","14","700","0.9979659413434248"
"93","1","70","1","92","1","50","50","50","13","650","1"
"98","1","70","1","97","1","50","50","50","13","650","0.9986201888162672"
"73","1","70","1","72","1","50","50","50","14","700","1"
"65","1","70","1","64","1","50","50","50","14","700","1"
"84","1","70","1","83","1","50","50","50","14","700","0.9990734192466866"
"80","1","70","1","79","1","50","50","50","14","700","1"
"71","1","70","1","70","1","50","50","50","14","700","1"
"100","1","70","1","99","1","50","50","50","13","650","1"
"69","1","70","1","68","1","50","50","50","14","700","1"
"97","1","70","1","96","1","50","50","50","14","700","1"
"90","1","70","1","89","1","50","50","50","14","700","1"
"82","1","70","1","81","1","50","50","50","14","700","1"
"96","1","70","1","95","1","50","50","50","14","700","0.9997045244690674"
"74","1","70","1","73","1","50","50","50","14","700","1"
"86","1","70","1","85","1","50","50","50","14","700","1"
"87","1","70","1","86","1","50","50","50","14","700","1"
"101","1","70","1","100","1","50","50","50","14","700","1"
"75","1","70","1","74","1","50","50","50","14","700","1"
"92","1","70","1","91","1","50","50","50","14","700","1"
"76","1","70","1","75","1","50","50","50","14","700","1"
"77","1","70","1","76","1","50","50","50","14","700","0.9986731697084119"
"67","1","70","1","66","1","50","50","50","14","700","1"
"94","1","70","1","93","1","50","50","50","14","700","1"
"89","1","70","1","88","1","50","50","50","14","700","1"
"88","1","70","1","87","1","50","50","50","14","700","1"
"72","1","70","1","71","1","50","50","50","14","700","1"
"83","1","70","1","82","1","50","50","50","14","700","0.9995002776235424"
"85","1","70","1","84","1","50","50","50","14","700","1"
"91","1","70","1","90","1","50","50","50","14","700","1"
"78","1","70","1","77","1","50","50","50","14","700","1"
"66","1","70","1","65","1","50","50","50","15","750","1"
"79","1","70","1","78","1","50","50","50","14","700","1"
"95","1","70","1","94","1","50","50","50","14","700","0.9996808898614149"
"70","1","70","1","69","1","50","50","50","15","750","1"
"99","1","70","1","98","1","50","50","50","14","700","1"
"81","1","70","1","80","1","50","50","50","15","750","0.9989265336173122"
"73","1","70","1","72","1","50","50","50","15","750","1"
"65","1","70","1","64","1","50","50","50","15","750","1"
"98","1","70","1","97","1","50","50","50","14","700","0.9990745781164942"
"71","1","70","1","70","1","50","50","50","15","750","1"
"84","1","70","1","83","1","50","50","50","15","750","1"
"93","1","70","1","92","1","50","50","50","14","700","1"
"68","1","70","1","67","1","50","50","50","15","750","1"
"69","1","70","1","68","1","50","50","50","15","750","0.9987144168962351"
"97","1","70","1","96","1","50","50","50","15","750","0.9989428517285254"
"90","1","70","1","89","1","50","50","50","15","750","0.9995767494356659"
"100","1","70","1","99","1","50","50","50","14","700","1"
"82","1","70","1","81","1","50","50","50","15","750","1"
"80","1","70","1","79","1","50","50","50","15","750","1"
"96","1","70","1","95","1","50","50","50","15","750","0.9996771813318575"
"74","1","70","1","73","1","50","50","50","15","750","1"
"75","1","70","1","74","1","50","50","50","15","750","1"
"101","1","70","1","100","1","50","50","50","15","750","1"
"87","1","70","1","86","1","50","50","50","15","750","0.9981328320802004"
"86","1","70","1","85","1","50","50","50","15","750","0.9982089591988921"
"77","1","70","1","76","1","50","50","50","15","750","1"
"76","1","70","1","75","1","50","50","50","15","750","1"
"92","1","70","1","91","1","50","50","50","15","750","1"
"88","1","70","1","87","1","50","50","50","15","750","0.9993752296949651"
"89","1","70","1","88","1","50","50","50","15","750","0.999708242159008"
"91","1","70","1","90","1","50","50","50","15","750","1"
"78","1","70","1","77","1","50","50","50","15","750","1"
"72","1","70","1","71","1","50","50","50","15","750","1"
"94","1","70","1","93","1","50","50","50","15","750","1"
"67","1","70","1","66","1","50","50","50","15","750","1"
"85","1","70","1","84","1","50","50","50","15","750","0.9989554950045413"
"66","1","70","1","65","1","50","50","50","16","800","1"
"83","1","70","1","82","1","50","50","50","15","750","1"
"79","1","70","1","78","1","50","50","50","15","750","1"
"70","1","70","1","69","1","50","50","50","16","800","1"
"95","1","70","1","94","1","50","50","50","15","750","1"
"99","1","70","1","98","1","50","50","50","15","750","1"
"81","1","70","1","80","1","50","50","50","16","800","1"
"71","1","70","1","70","1","50","50","50","16","800","0.9990364377795318"
"98","1","70","1","97","1","50","50","50","15","750","1"
"65","1","70","1","64","1","50","50","50","16","800","1"
"73","1","70","1","72","1","50","50","50","16","800","1"
"84","1","70","1","83","1","50","50","50","16","800","0.9997249724972497"
"69","1","70","1","68","1","50","50","50","16","800","1"
"97","1","70","1","96","1","50","50","50","16","800","0.9996020466173963"
"93","1","70","1","92","1","50","50","50","15","750","1"
"90","1","70","1","89","1","50","50","50","16","800","0.9995762711864407"
"68","1","70","1","67","1","50","50","50","16","800","0.9997562296858071"
"82","1","70","1","81","1","50","50","50","16","800","1"
"100","1","70","1","99","1","50","50","50","15","750","1"
"74","1","70","1","73","1","50","50","50","16","800","0.9993173129437466"
"75","1","70","1","74","1","50","50","50","16","800","1"
"87","1","70","1","86","1","50","50","50","16","800","0.9996306555863343"
"96","1","70","1","95","1","50","50","50","16","800","1"
"101","1","70","1","100","1","50","50","50","16","800","1"
"77","1","70","1","76","1","50","50","50","16","800","1"
"86","1","70","1","85","1","50","50","50","16","800","1"
"76","1","70","1","75","1","50","50","50","16","800","0.9994110068102338"
"80","1","70","1","79","1","50","50","50","16","800","1"
"89","1","70","1","88","1","50","50","50","16","800","0.999316192560175"
"88","1","70","1","87","1","50","50","50","16","800","0.9985207644248436"
"92","1","70","1","91","1","50","50","50","16","800","1"
"78","1","70","1","77","1","50","50","50","16","800","1"
"91","1","70","1","90","1","50","50","50","16","800","0.9991726420297848"
"94","1","70","1","93","1","50","50","50","16","800","0.9996100278551532"
"67","1","70","1","66","1","50","50","50","16","800","0.9989133519063098"
"72","1","70","1","71","1","50","50","50","16","800","0.9984122628195075"
"85","1","70","1","84","1","50","50","50","16","800","1"
"83","1","70","1","82","1","50","50","50","16","800","1"
"66","1","70","1","65","1","50","50","50","17","850","1"
"79","1","70","1","78","1","50","50","50","16","800","1"
"70","1","70","1","69","1","50","50","50","17","850","1"
"95","1","70","1","94","1","50","50","50","16","800","1"
"99","1","70","1","98","1","50","50","50","16","800","0.9997551686615886"
"73","1","70","1","72","1","50","50","50","17","850","0.9989184692179701"
"81","1","70","1","80","1","50","50","50","17","850","0.9997056659308315"
"71","1","70","1","70","1","50","50","50","17","850","0.9990607734806629"
"69","1","70","1","68","1","50","50","50","17","850","0.999228650137741"
"65","1","70","1","64","1","50","50","50","17","850","0.9993439037725533"
"84","1","70","1","83","1","50","50","50","17","850","1"
"98","1","70","1","97","1","50","50","50","16","800","1"
"97","1","70","1","96","1","50","50","50","17","850","1"
"90","1","70","1","89","1","50","50","50","17","850","1"
"100","1","70","1","99","1","50","50","50","16","800","1"
"68","1","70","1","67","1","50","50","50","17","850","1"
"74","1","70","1","73","1","50","50","50","17","850","1"
"93","1","70","1","92","1","50","50","50","16","800","1"
"75","1","70","1","74","1","50","50","50","17","850","1"
"96","1","70","1","95","1","50","50","50","17","850","1"
"82","1","70","1","81","1","50","50","50","17","850","1"
"101","1","70","1","100","1","50","50","50","17","850","0.9994040968342643"
"77","1","70","1","76","1","50","50","50","17","850","0.9989256198347106"
"86","1","70","1","85","1","50","50","50","17","850","1"
"92","1","70","1","91","1","50","50","50","17","850","1"
"76","1","70","1","75","1","50","50","50","17","850","1"
"80","1","70","1","79","1","50","50","50","17","850","0.9997530186608122"
"87","1","70","1","86","1","50","50","50","17","850","0.9997045244690674"
"89","1","70","1","88","1","50","50","50","17","850","1"
"78","1","70","1","77","1","50","50","50","17","850","1"
"88","1","70","1","87","1","50","50","50","17","850","1"
"72","1","70","1","71","1","50","50","50","17","850","0.9990029271862422"
"94","1","70","1","93","1","50","50","50","17","850","1"
"85","1","70","1","84","1","50","50","50","17","850","1"
"67","1","70","1","66","1","50","50","50","17","850","1"
"91","1","70","1","90","1","50","50","50","17","850","1"
"66","1","70","1","65","1","50","50","50","18","900","1"
"83","1","70","1","82","1","50","50","50","17","850","0.9991671293725708"
"70","1","70","1","69","1","50","50","50","18","900","1"
"79","1","70","1","78","1","50","50","50","17","850","1"
"95","1","70","1","94","1","50","50","50","17","850","0.9993621286677601"
"99","1","70","1","98","1","50","50","50","17","850","1"
"73","1","70","1","72","1","50","50","50","18","900","0.9980218154926974"
"81","1","70","1","80","1","50","50","50","18","900","1"
"69","1","70","1","68","1","50","50","50","18","900","0.9997243660418964"
"71","1","70","1","70","1","50","50","50","18","900","1"
"84","1","70","1","83","1","50","50","50","18","900","0.9985462831997486"
"97","1","70","1","96","1","50","50","50","18","900","1"
"65","1","70","1","64","1","50","50","50","18","900","0.9997085610200365"
"98","1","70","1","97","1","50","50","50","17","850","0.9997550353837779"
"90","1","70","1","89","1","50","50","50","18","900","0.9992937853107345"
"68","1","70","1","67","1","50","50","50","18","900","0.9990289069557363"
"101","1","70","1","100","1","50","50","50","18","900","1"
"100","1","70","1","99","1","50","50","50","17","850","0.9997292907417433"
"74","1","70","1","73","1","50","50","50","18","900","1"
"96","1","70","1","95","1","50","50","50","18","900","0.9985780240073867"
"75","1","70","1","74","1","50","50","50","18","900","0.9997805814591333"
"93","1","70","1","92","1","50","50","50","17","850","1"
"77","1","70","1","76","1","50","50","50","18","900","0.998953744493392"
"86","1","70","1","85","1","50","50","50","18","900","0.9990305741983594"
"82","1","70","1","81","1","50","50","50","18","900","1"
"92","1","70","1","91","1","50","50","50","18","900","0.9991747296528173"
"87","1","70","1","86","1","50","50","50","18","900","1"
"76","1","70","1","75","1","50","50","50","18","900","1"
"89","1","70","1","88","1","50","50","50","18","900","1"
"80","1","70","1","79","1","50","50","50","18","900","1"
"78","1","70","1","77","1","50","50","50","18","900","1"
"88","1","70","1","87","1","50","50","50","18","900","1"
"94","1","70","1","93","1","50","50","50","18","900","1"
"72","1","70","1","71","1","50","50","50","18","900","1"
"66","1","70","1","65","1","50","50","50","19","950","1"
"67","1","70","1","66","1","50","50","50","18","900","1"
"91","1","70","1","90","1","50","50","50","18","900","0.9997058282772567"
"85","1","70","1","84","1","50","50","50","18","900","1"
"83","1","70","1","82","1","50","50","50","18","900","1"
"70","1","70","1","69","1","50","50","50","19","950","1"
"95","1","70","1","94","1","50","50","50","18","900","1"
"79","1","70","1","78","1","50","50","50","18","900","0.9989947380821488"
"69","1","70","1","68","1","50","50","50","19","950","0.9997245179063361"
"73","1","70","1","72","1","50","50","50","19","950","1"
"81","1","70","1","80","1","50","50","50","19","950","1"
"99","1","70","1","98","1","50","50","50","18","900","0.9995917256396298"
"71","1","70","1","70","1","50","50","50","19","950","1"
"84","1","70","1","83","1","50","50","50","19","950","0.999041332704699"
"97","1","70","1","96","1","50","50","50","19","950","1"
"65","1","70","1","64","1","50","50","50","19","950","1"
"98","1","70","1","97","1","50","50","50","18","900","1"
"90","1","70","1","89","1","50","50","50","19","950","0.9988511770396646"
"101","1","70","1","100","1","50","50","50","19","950","1"
"96","1","70","1","95","1","50","50","50","19","950","0.9997048515034126"
"74","1","70","1","73","1","50","50","50","19","950","1"
"100","1","70","1","99","1","50","50","50","18","900","1"
"68","1","70","1","67","1","50","50","50","19","950","1"
"77","1","70","1","76","1","50","50","50","19","950","1"
"75","1","70","1","74","1","50","50","50","19","950","0.9986750730994153"
"86","1","70","1","85","1","50","50","50","19","950","1"
"93","1","70","1","92","1","50","50","50","18","900","1"
"92","1","70","1","91","1","50","50","50","19","950","0.999263748779694"
"76","1","70","1","75","1","50","50","50","19","950","1"
"82","1","70","1","81","1","50","50","50","19","950","0.9997278170930866"
"87","1","70","1","86","1","50","50","50","19","950","1"
"89","1","70","1","88","1","50","50","50","19","950","0.9991151249771939"
"94","1","70","1","93","1","50","50","50","19","950","1"
"78","1","70","1","77","1","50","50","50","19","950","1"
"80","1","70","1","79","1","50","50","50","19","950","1"
"88","1","70","1","87","1","50","50","50","19","950","0.9991721854304636"
"72","1","70","1","71","1","50","50","50","19","950","0.9995099576603419"
"66","1","70","1","65","1","50","50","50","20","1000","1"
"91","1","70","1","90","1","50","50","50","19","950","0.9988968560397132"
"70","1","70","1","69","1","50","50","50","20","1000","1"
"67","1","70","1","66","1","50","50","50","19","950","1"
"85","1","70","1","84","1","50","50","50","19","950","1"
"83","1","70","1","82","1","50","50","50","19","950","1"
"95","1","70","1","94","1","50","50","50","19","950","1"
"69","1","70","1","68","1","50","50","50","20","1000","0.9989598099438232"
"79","1","70","1","78","1","50","50","50","19","950","1"
"81","1","70","1","80","1","50","50","50","20","1000","1"
"73","1","70","1","72","1","50","50","50","20","1000","1"
"65","1","70","1","64","1","50","50","50","20","1000","0.9984048920114492"
"71","1","70","1","70","1","50","50","50","20","1000","1"
"99","1","70","1","98","1","50","50","50","19","950","1"
"84","1","70","1","83","1","50","50","50","20","1000","1"
"97","1","70","1","96","1","50","50","50","20","1000","1"
"101","1","70","1","100","1","50","50","50","20","1000","0.999674297412991"
"90","1","70","1","89","1","50","50","50","20","1000","0.9979005428356444"
"98","1","70","1","97","1","50","50","50","19","950","1"
"77","1","70","1","76","1","50","50","50","20","1000","0.9994493392070485"
"96","1","70","1","95","1","50","50","50","20","1000","0.9985927741323425"
"74","1","70","1","73","1","50","50","50","20","1000","1"
"68","1","70","1","67","1","50","50","50","20","1000","1"
"75","1","70","1","74","1","50","50","50","20","1000","1"
"100","1","70","1","99","1","50","50","50","19","950","0.9989198008564205"
"92","1","70","1","91","1","50","50","50","20","1000","1"
"86","1","70","1","85","1","50","50","50","20","1000","0.9995336690915875"
"93","1","70","1","92","1","50","50","50","19","950","1"
"82","1","70","1","81","1","50","50","50","20","1000","1"
"76","1","70","1","75","1","50","50","50","20","1000","1"
"87","1","70","1","86","1","50","50","50","20","1000","1"
"89","1","70","1","88","1","50","50","50","20","1000","1"
"94","1","70","1","93","1","50","50","50","20","1000","1"
"78","1","70","1","77","1","50","50","50","20","1000","0.9991071428571429"
"88","1","70","1","87","1","50","50","50","20","1000","0.9991174848317704"
"72","1","70","1","71","1","50","50","50","20","1000","0.9984715357861981"
"80","1","70","1","79","1","50","50","50","20","1000","1"
"91","1","70","1","90","1","50","50","50","20","1000","0.9989974245768947"
"83","1","70","1","82","1","50","50","50","20","1000","0.9995372940958727"
"67","1","70","1","66","1","50","50","50","20","1000","0.999593716143012"
"85","1","70","1","84","1","50","50","50","20","1000","1"
"95","1","70","1","94","1","50","50","50","20","1000","1"
"79","1","70","1","78","1","50","50","50","20","1000","1"
"99","1","70","1","98","1","50","50","50","20","1000","1"
"98","1","70","1","97","1","50","50","50","20","1000","1"
"100","1","70","1","99","1","50","50","50","20","1000","0.9983841235465492"
"93","1","70","1","92","1","50","50","50","20","1000","1"
